Date,BTC,ETH,XRP,USDT,BSV,BCH,LTC,EOS,BNB,ADA,BTCTOMORROW
43703,10370.82,188.93,0.27,1,131.66,311.12,73.86,3.58,26.11,0.05,10185.5
43704,10185.5,187.52,0.27,1,134.19,308.04,72.84,3.55,25.69,0.05,9754.42
43705,9754.42,173.89,0.26,1,125.62,292.19,67.43,3.29,23.7,0.05,9510.2
43706,9510.2,169.52,0.26,1,128.88,280.74,64.1,3.22,21.89,0.04,9598.17
43707,9598.17,168.83,0.26,1,130.41,279.87,64.33,3.22,22.22,0.04,9630.66
43708,9630.66,172.47,0.26,1,129.41,279.94,64.58,3.33,21.27,0.04,9757.97
43709,9757.97,171.63,0.26,1,129.65,282.33,66.14,3.28,21.57,0.04,10346.76
43710,10346.76,178.35,0.26,1,133.65,294.08,66.94,3.32,22.77,0.05,10623.54
43711,10623.54,179.5,0.26,1,135.17,300.86,69.13,3.36,22.51,0.05,10594.49
43712,10594.49,175.99,0.26,1,131.85,295.3,67.29,3.31,21.8,0.05,10575.53
43713,10575.53,174.22,0.26,1,130.53,292.9,65.4,3.28,22.76,0.04,10353.3
43714,10353.3,169.96,0.25,1,131.24,287.45,65.23,3.23,22.15,0.04,10517.25
43715,10517.25,178.26,0.26,1.01,134.61,301.15,69.04,3.57,22.55,0.05,10441.28
43716,10441.28,181.36,0.26,1.01,135.53,307.01,70.55,3.78,22.56,0.05,10334.97
43717,10334.97,181.15,0.26,1,131.42,305.43,70.19,3.88,22.29,0.05,10115.98
43718,10115.98,179.79,0.26,1,126.35,304.13,70.82,3.78,21.91,0.05,10178.37
43719,10178.37,178.73,0.26,1,120.12,299.81,69.92,3.76,20.9,0.04,10410.13
43720,10410.13,181.02,0.25,1,120.08,300.42,69.23,3.72,20.92,0.05,10360.55
43721,10360.55,181.11,0.26,1,118.12,298.26,68.99,3.72,20.89,0.05,10358.05
43722,10358.05,188.11,0.26,1,119.61,304.69,70.56,4.01,21.07,0.05,10347.71
43723,10347.71,189.79,0.26,1,119.8,304.23,70.32,4.07,20.6,0.05,10276.79
43724,10276.79,197.11,0.26,1,122.76,307.53,72.57,4.08,20.4,0.05,10241.27
43725,10241.27,208.61,0.29,1,125.33,319.5,74.22,4.08,21.01,0.05,10198.25
43726,10198.25,211.39,0.31,1,125.8,324.72,77.97,4.09,22.26,0.05,10266.41
43727,10266.41,221.28,0.3,1,122.86,323.7,77.06,3.98,21.61,0.05,10181.64
43728,10181.64,218.05,0.29,1,122.93,315.37,75.15,4.01,21.37,0.05,10019.72
43729,10019.72,215.52,0.29,1,122.47,312.48,73.52,4.01,21.08,0.05,10070.39
43730,10070.39,211.55,0.28,1,119.95,308.3,72.62,3.83,20.53,0.05,9729.32
43731,9729.32,201.92,0.27,1,113.94,293.07,66.85,3.7,19.49,0.05,8620.57
43732,8620.57,168.11,0.24,1.01,83.8,222.35,55.82,2.83,16.07,0.04,8486.99
43733,8486.99,170.89,0.25,1.01,86.83,229.41,57.66,2.91,16.26,0.04,8118.97
43734,8118.97,166.73,0.24,1,83.91,216.2,55.54,2.82,15.46,0.04,8251.85
43735,8251.85,174.71,0.24,1.01,84.99,222.56,56.36,2.86,15.79,0.04,8245.92
43736,8245.92,174.57,0.24,1,84.49,228.83,55.68,2.86,15.85,0.04,8104.19
43737,8104.19,170.5,0.24,1.01,82.71,220.43,54.32,2.8,15.31,0.04,8293.87
43738,8293.87,179.87,0.26,1,87.42,228.12,56.06,2.96,15.86,0.04,8343.28
43739,8343.28,177.34,0.25,1.01,84.96,224.76,56.06,2.96,15.9,0.04,8393.04
43740,8393.04,180.71,0.25,1,84.98,225.89,56.51,3.02,15.95,0.04,8259.99
43741,8259.99,175.2,0.25,1,83.16,222.58,56.55,2.94,15.73,0.04,8205.94
43742,8205.94,176.99,0.25,1.01,83.66,223.25,56.85,3.02,15.76,0.04,8151.5
43743,8151.5,176.35,0.25,1,82.51,223.17,56.84,2.99,15.72,0.04,7988.16
43744,7988.16,173.06,0.26,1.01,82.15,223.41,55.41,2.95,15.35,0.04,8245.62
43745,8245.62,181.19,0.28,1.01,84.4,234.24,57.79,3.19,16.13,0.04,8228.78
43746,8228.78,182.02,0.28,1.01,84.54,232.36,57.4,3.18,16.11,0.04,8595.74
43747,8595.74,193.29,0.28,1.01,91.41,239.44,59.43,3.25,17.81,0.04,8586.47
43748,8586.47,191.66,0.27,1,88.73,230.11,57.78,3.16,17.57,0.04,8321.76
43749,8321.76,182.57,0.27,1.01,84.61,222.59,56.3,3.14,16.71,0.04,8336.56
43750,8336.56,180.83,0.27,1,87.14,225.1,55.98,3.09,17.28,0.04,8321.01
43751,8321.01,182.08,0.28,1,86.66,224.12,56.71,3.12,18.31,0.04,8374.69
43752,8374.69,186.96,0.3,1,87.21,228.59,56.98,3.17,18.46,0.04,8205.37
43753,8205.37,181.41,0.29,1,89.52,222.83,54.94,2.99,18.54,0.04,8047.53
43754,8047.53,176.01,0.28,1.01,88.35,218.2,52.92,2.95,17.84,0.04,8103.91
43755,8103.91,178.03,0.3,1,89.69,221.43,54.88,2.96,18.57,0.04,7973.21
43756,7973.21,173.62,0.3,1,90.46,212.65,53.49,2.89,18.25,0.04,7988.56
43757,7988.56,172.91,0.29,1.01,90.3,213.98,54.03,2.88,18.29,0.04,8222.08
43758,8222.08,175.53,0.29,1,94.7,224.93,54.93,2.93,18.44,0.04,8243.72
43759,8243.72,174.92,0.29,1,112.67,233.26,54.94,2.94,18.31,0.04,8078.2
43760,8078.2,172.3,0.29,1,106.35,228.04,53.74,2.9,18.2,0.04,7514.67
43761,7514.67,162.4,0.27,1,97.55,210.38,49.63,2.72,16.71,0.04,7493.49
43762,7493.49,162.17,0.28,1.01,106.89,214.05,50.07,2.75,16.89,0.04,8660.7
43763,8660.7,181.52,0.3,1,133.53,259.17,56.94,3.18,18.62,0.04,9244.97
43764,9244.97,179.84,0.29,1,138.72,252.51,56.78,3.14,18.89,0.04,9551.71
43765,9551.71,184.24,0.3,1,140.47,261.25,59.91,3.34,19.35,0.04,9256.15
43766,9256.15,182.66,0.3,1,138.28,265.41,58.13,3.3,19.76,0.04,9427.69
43767,9427.69,190.34,0.3,1,141.26,288.96,59.87,3.41,20.48,0.04,9205.73
43768,9205.73,184.69,0.3,1.01,135.88,290.63,58.42,3.3,20.09,0.04,9199.58
43769,9199.58,183.97,0.3,1.01,129.79,284.48,58.78,3.28,20,0.04,9261.1
43770,9261.1,183.97,0.29,1,129.8,279.14,58.58,3.35,20.02,0.04,9324.72
43771,9324.72,183.93,0.3,1,132.08,290.72,58.6,3.33,20.27,0.04,9235.35
43772,9235.35,182.43,0.29,1,129.58,292.71,58.63,3.28,20.21,0.04,9412.61
43773,9412.61,186.36,0.3,1,132.38,291.85,61.57,3.45,20.74,0.04,9342.53
43774,9342.53,189.3,0.3,1,138.17,293.71,63.3,3.62,20.72,0.04,9360.88
43775,9360.88,191.59,0.31,1,139.51,306.23,64.27,3.62,20.82,0.04,9267.56
43776,9267.56,187.98,0.29,1.01,133.81,293.5,61.84,3.5,20.65,0.04,8804.88
43777,8804.88,184.21,0.28,1,124.73,277.98,60.53,3.42,19.69,0.04,8813.58
43778,8813.58,185.03,0.28,1,130,282.74,61.95,3.49,19.74,0.04,9055.53
43779,9055.53,189.48,0.28,1,134.75,293.48,63.84,3.58,20.48,0.04,8757.79
43780,8757.79,185.49,0.28,1,131.81,287.16,61.9,3.45,20.13,0.04,8815.66
43781,8815.66,186.84,0.27,1,131.91,289.24,61.34,3.48,20.86,0.04,8808.26
43782,8808.26,188.26,0.27,1,129.57,286.49,61.11,3.48,21.25,0.04,8708.1
43783,8708.1,186,0.27,1.01,126.78,279.56,59.43,3.42,21.26,0.04,8491.99
43784,8491.99,180.52,0.26,1,123.83,264.71,57.81,3.34,20.32,0.04,8550.76
43785,8550.76,183.35,0.26,1.01,124.44,267.7,58.57,3.41,20.28,0.04,8577.98
43786,8577.98,185.12,0.27,1.01,124.34,268.74,59.57,3.42,20.26,0.05,8309.29
43787,8309.29,180.56,0.26,1.01,117.88,250.18,56.8,3.23,19.32,0.04,8206.15
43788,8206.15,177.46,0.26,1.01,110.48,244.41,55.62,3.15,18.7,0.04,8027.27
43789,8027.27,175.7,0.25,1.01,106.55,244.24,55.29,3.1,18.17,0.04,7642.75
43790,7642.75,161.46,0.24,1,100.26,226.6,50.88,2.83,16.84,0.04,7296.58
43791,7296.58,150.27,0.23,1,96.95,208.93,47.62,2.63,15.58,0.04,7397.8
43792,7397.8,153.42,0.24,1.01,109.24,217.34,48.71,2.72,16.42,0.04,7047.92
43793,7047.92,142.83,0.22,1.02,100.41,205.15,44.73,2.45,15.28,0.04,7146.13
43794,7146.13,146.48,0.22,1,104.54,209.24,45.83,2.54,15.27,0.04,7218.37
43795,7218.37,148.97,0.22,1.01,107.79,212.93,47.27,2.63,15.53,0.04,7531.66
